id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
11	A11	ea23a3db-3bea-493b-ad39-2d20670881b1	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.364 < 1.7	0.074558	0.086896	0.313329	0.1565	0.1565	12	18	4	16.5	0.189310	1.363846	0.999349	1.131217e-03	15.8866	15.8866	1.377546	0.033882	9.592306e-04	15.9058	1.377546	0.033882	9.592306e-04	15.9058	1.371756	0.020659	1.028268e-03	15.8979	1.371756	0.020659	1.028268e-03	15.8979	1.371756	0.020659	1.028268e-03	15.8979	1.371756	0.020659	1.028268e-03	15.8979	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
12	A12	ea23a3db-3bea-493b-ad39-2d20670881b1	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.390 < 1.7	0.081696	0.086896	0.313329	0.1565	0.1565	12	17	3	16.0	0.171586	1.390256	0.999856	8.809839e-04	15.7207	15.7207	1.377546	0.033882	1.020433e-03	15.7127	1.377546	0.033882	1.020433e-03	15.7127	1.371756	0.020659	1.091574e-03	15.7089	1.371756	0.020659	1.091574e-03	15.7089	1.371756	0.020659	1.091574e-03	15.7089	1.371756	0.020659	1.091574e-03	15.7089	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
13	B1	298045b0-abeb-4f7f-81d6-178bf581226a	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.371 < 1.7	0.083224	0.086896	0.313329	0.1565	0.1565	12	17	4	14.5	0.178822	1.371447	0.999468	1.833696e-03	14.0779	14.0779	1.377546	0.033882	1.719424e-03	14.0837	1.377546	0.033882	1.719424e-03	14.0837	1.371756	0.020659	1.827712e-03	14.0782	1.371756	0.020659	1.827712e-03	14.0782	1.371756	0.020659	1.827712e-03	14.0782	1.371756	0.020659	1.827712e-03	14.0782	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
14	B2	298045b0-abeb-4f7f-81d6-178bf581226a	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.364 < 1.7	0.086388	0.086896	0.313329	0.1565	0.1565	12	17	4	14.5	0.176011	1.363897	0.999548	1.955265e-03	14.1214	14.1214	1.377546	0.033882	1.692394e-03	14.1332	1.377546	0.033882	1.692394e-03	14.1332	1.371756	0.020659	1.798980e-03	14.1283	1.371756	0.020659	1.798980e-03	14.1283	1.371756	0.020659	1.798980e-03	14.1283	1.371756	0.020659	1.798980e-03	14.1283	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
15	B3	4b455756-5313-4821-af5d-6d2b2f09acff	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.330 < 1.7	0.083736	0.086896	0.313329	0.1565	0.1565	12	17	5	15.0	0.173769	1.329927	0.998884	2.413004e-03	14.6329	14.6329	1.377546	0.033882	1.423581e-03	14.6732	1.377546	0.033882	1.423581e-03	14.6732	1.371756	0.020659	1.516427e-03	14.6689	1.371756	0.020659	1.516427e-03	14.6689	1.371756	0.020659	1.516427e-03	14.6689	1.371756	0.020659	1.516427e-03	14.6689	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
16	B4	4b455756-5313-4821-af5d-6d2b2f09acff	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.350 < 1.7	0.092195	0.086896	0.313329	0.1565	0.1565	12	18	4	14.5	0.168312	1.350382	0.999685	2.160213e-03	14.2578	14.2578	1.377546	0.033882	1.618368e-03	14.2728	1.377546	0.033882	1.618368e-03	14.2728	1.371756	0.020659	1.720292e-03	14.2698	1.371756	0.020659	1.720292e-03	14.2698	1.371756	0.020659	1.720292e-03	14.2698	1.371756	0.020659	1.720292e-03	14.2698	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
17	B5	99165199-d83d-4ec0-b848-b97b12697bd3	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.353 < 1.7	0.090868	0.086896	0.313329	0.1565	0.1565	12	17	4	14.5	0.175452	1.352651	0.999298	2.197685e-03	14.1216	14.1216	1.377546	0.033882	1.687018e-03	14.1431	1.377546	0.033882	1.687018e-03	14.1431	1.371756	0.020659	1.793266e-03	14.1384	1.371756	0.020659	1.793266e-03	14.1384	1.371756	0.020659	1.793266e-03	14.1384	1.371756	0.020659	1.793266e-03	14.1384	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
18	B6	99165199-d83d-4ec0-b848-b97b12697bd3	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.352 < 1.7	0.088437	0.086896	0.313329	0.1565	0.1565	12	17	4	14.5	0.165546	1.351638	0.999511	2.096257e-03	14.3135	14.3135	1.377546	0.033882	1.591774e-03	14.3246	1.377546	0.033882	1.591774e-03	14.3246	1.371756	0.020659	1.692023e-03	14.3222	1.371756	0.020659	1.692023e-03	14.3222	1.371756	0.020659	1.692023e-03	14.3222	1.371756	0.020659	1.692023e-03	14.3222	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
19	B7	8882aec0-4c03-4491-9478-31c748ae6564	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.382 < 1.7	0.091958	0.086896	0.313329	0.1565	0.1565	12	15	4	12.5	0.159939	1.381554	0.999226	2.814197e-03	12.4327	12.4327	1.377546	0.033882	2.918290e-03	12.4321	1.377546	0.033882	2.918290e-03	12.4321	1.371756	0.020659	3.076059e-03	12.4312	1.371756	0.020659	3.076059e-03	12.4312	1.371756	0.020659	3.076059e-03	12.4312	1.371756	0.020659	3.076059e-03	12.4312	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
20	B8	8882aec0-4c03-4491-9478-31c748ae6564	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.384 < 1.7	0.084614	0.086896	0.313329	0.1565	0.1565	12	15	4	12.5	0.150573	1.384108	0.999184	2.588947e-03	12.6188	12.6188	1.377546	0.033882	2.747391e-03	12.6205	1.377546	0.033882	2.747391e-03	12.6205	1.371756	0.020659	2.895922e-03	12.6221	1.371756	0.020659	2.895922e-03	12.6221	1.371756	0.020659	2.895922e-03	12.6221	1.371756	0.020659	2.895922e-03	12.6221	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
21	B9	08a4d50a-0187-4fd4-a1e2-a66beb0427e3	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.401 < 1.7	0.084878	0.086896	0.313329	0.1565	0.1565	12	18	3	16.0	0.170433	1.401145	0.999850	7.723705e-04	15.7471	15.7471	1.377546	0.033882	1.013578e-03	15.7337	1.377546	0.033882	1.013578e-03	15.7337	1.371756	0.020659	1.084241e-03	15.7302	1.371756	0.020659	1.084241e-03	15.7302	1.371756	0.020659	1.084241e-03	15.7302	1.371756	0.020659	1.084241e-03	15.7302	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
22	B10	08a4d50a-0187-4fd4-a1e2-a66beb0427e3	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.374 < 1.7	0.082243	0.086896	0.313329	0.1565	0.1565	12	17	4	16.5	0.186683	1.373915	0.999560	9.880193e-04	15.9448	15.9448	1.377546	0.033882	9.459212e-04	15.9494	1.377546	0.033882	9.459212e-04	15.9494	1.371756	0.020659	1.014001e-03	15.9421	1.371756	0.020659	1.014001e-03	15.9421	1.371756	0.020659	1.014001e-03	15.9421	1.371756	0.020659	1.014001e-03	15.9421	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
23	B11	d51a5110-37d3-406a-8eda-58a8da9be23c	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.355 < 1.7	0.077657	0.086896	0.313329	0.1565	0.1565	12	19	5	16.0	0.163892	1.355450	0.999263	1.262469e-03	15.8482	15.8482	1.377546	0.033882	9.746777e-04	15.8559	1.377546	0.033882	9.746777e-04	15.8559	1.371756	0.020659	1.042629e-03	15.8540	1.371756	0.020659	1.042629e-03	15.8540	1.371756	0.020659	1.042629e-03	15.8540	1.371756	0.020659	1.042629e-03	15.8540	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
24	B12	d51a5110-37d3-406a-8eda-58a8da9be23c	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.357 < 1.7	0.083301	0.086896	0.313329	0.1565	0.1565	12	18	5	16.0	0.168752	1.357280	0.999126	1.272152e-03	15.7533	15.7533	1.377546	0.033882	1.003578e-03	15.7647	1.377546	0.033882	1.003578e-03	15.7647	1.371756	0.020659	1.073544e-03	15.7615	1.371756	0.020659	1.073544e-03	15.7615	1.371756	0.020659	1.073544e-03	15.7615	1.371756	0.020659	1.073544e-03	15.7615	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
25	C1	27eb50dc-5b29-4c0e-8c5c-b79563470b98	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.382 < 1.7	0.089448	0.086896	0.313329	0.1565	0.1565	12	18	4	15.5	0.184368	1.382249	0.999751	1.220666e-03	14.9937	14.9937	1.377546	0.033882	1.286891e-03	14.9884	1.377546	0.033882	1.286891e-03	14.9884	1.371756	0.020659	1.373713e-03	14.9815	1.371756	0.020659	1.373713e-03	14.9815	1.371756	0.020659	1.373713e-03	14.9815	1.371756	0.020659	1.373713e-03	14.9815	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
26	C2	27eb50dc-5b29-4c0e-8c5c-b79563470b98	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.377 < 1.7	0.086027	0.086896	0.313329	0.1565	0.1565	12	18	4	15.5	0.175814	1.377268	0.999713	1.231034e-03	15.1364	15.1364	1.377546	0.033882	1.227185e-03	15.1367	1.377546	0.033882	1.227185e-03	15.1367	1.371756	0.020659	1.309978e-03	15.1318	1.371756	0.020659	1.309978e-03	15.1318	1.371756	0.020659	1.309978e-03	15.1318	1.371756	0.020659	1.309978e-03	15.1318	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
27	C3	f5cbd8ae-a11b-49a2-99e6-ee7e869b29f2	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.354 < 1.7	0.086235	0.086896	0.313329	0.1565	0.1565	12	18	4	15.5	0.185749	1.354120	0.999587	1.691384e-03	14.9348	14.9348	1.377546	0.033882	1.296526e-03	14.9651	1.377546	0.033882	1.296526e-03	14.9651	1.371756	0.020659	1.383998e-03	14.9579	1.371756	0.020659	1.383998e-03	14.9579	1.371756	0.020659	1.383998e-03	14.9579	1.371756	0.020659	1.383998e-03	14.9579	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
28	C4	f5cbd8ae-a11b-49a2-99e6-ee7e869b29f2	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.364 < 1.7	0.093657	0.086896	0.313329	0.1565	0.1565	12	18	5	15.0	0.168866	1.363577	0.999342	1.611940e-03	14.7548	14.7548	1.377546	0.033882	1.383409e-03	14.7626	1.377546	0.033882	1.383409e-03	14.7626	1.371756	0.020659	1.473635e-03	14.7594	1.371756	0.020659	1.473635e-03	14.7594	1.371756	0.020659	1.473635e-03	14.7594	1.371756	0.020659	1.473635e-03	14.7594	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
29	C5	b9d782dc-4d71-4e95-a5a6-92909ade8fcc	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.366 < 1.7	0.092429	0.086896	0.313329	0.1565	0.1565	12	18	4	14.5	0.162172	1.365968	0.999586	1.762332e-03	14.3859	14.3859	1.377546	0.033882	1.559324e-03	14.3889	1.377546	0.033882	1.559324e-03	14.3889	1.371756	0.020659	1.657529e-03	14.3874	1.371756	0.020659	1.657529e-03	14.3874	1.371756	0.020659	1.657529e-03	14.3874	1.371756	0.020659	1.657529e-03	14.3874	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
30	C6	b9d782dc-4d71-4e95-a5a6-92909ade8fcc	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.369 < 1.7	0.087341	0.086896	0.313329	0.1565	0.1565	12	18	4	14.5	0.154731	1.369056	0.999750	1.627305e-03	14.5362	14.5362	1.377546	0.033882	1.487779e-03	14.5355	1.377546	0.033882	1.487779e-03	14.5355	1.371756	0.020659	1.581479e-03	14.5360	1.371756	0.020659	1.581479e-03	14.5360	1.371756	0.020659	1.581479e-03	14.5360	1.371756	0.020659	1.581479e-03	14.5360	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
31	C7	b5480f6d-6a84-4c76-9daf-7c93f33566ac	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.399 < 1.7	0.090556	0.086896	0.313329	0.1565	0.1565	12	18	4	16.5	0.188065	1.399166	0.999596	7.369970e-04	15.9530	15.9530	1.377546	0.033882	9.529204e-04	15.9264	1.377546	0.033882	9.529204e-04	15.9264	1.371756	0.020659	1.021504e-03	15.9187	1.371756	0.020659	1.021504e-03	15.9187	1.371756	0.020659	1.021504e-03	15.9187	1.371756	0.020659	1.021504e-03	15.9187	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
32	C8	b5480f6d-6a84-4c76-9daf-7c93f33566ac	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.402 < 1.7	0.089823	0.086896	0.313329	0.1565	0.1565	12	18	4	16.5	0.186904	1.402268	0.999513	7.061627e-04	15.9749	15.9749	1.377546	0.033882	9.470403e-04	15.9457	1.377546	0.033882	9.470403e-04	15.9457	1.371756	0.020659	1.015201e-03	15.9383	1.371756	0.020659	1.015201e-03	15.9383	1.371756	0.020659	1.015201e-03	15.9383	1.371756	0.020659	1.015201e-03	15.9383	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
33	C9	b1e13b17-c9ea-41e4-98a2-64c980b6918c	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.353 < 1.7	0.084970	0.086896	0.313329	0.1565	0.1565	12	18	4	15.5	0.185936	1.353138	0.999520	1.712218e-03	14.9301	14.9301	1.377546	0.033882	1.297834e-03	14.9619	1.377546	0.033882	1.297834e-03	14.9619	1.371756	0.020659	1.385394e-03	14.9548	1.371756	0.020659	1.385394e-03	14.9548	1.371756	0.020659	1.385394e-03	14.9548	1.371756	0.020659	1.385394e-03	14.9548	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
34	C10	b1e13b17-c9ea-41e4-98a2-64c980b6918c	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.349 < 1.7	0.082342	0.086896	0.313329	0.1565	0.1565	12	18	4	15.5	0.185672	1.348847	0.999564	1.796072e-03	14.9288	14.9288	1.377546	0.033882	1.295991e-03	14.9664	1.377546	0.033882	1.295991e-03	14.9664	1.371756	0.020659	1.383426e-03	14.9593	1.371756	0.020659	1.383426e-03	14.9593	1.371756	0.020659	1.383426e-03	14.9593	1.371756	0.020659	1.383426e-03	14.9593	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
35	C11	67ec3e71-8b48-45db-b8d1-1c86d1f24684	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.352 < 1.7	0.076463	0.086896	0.313329	0.1565	0.1565	12	18	4	16.5	0.182219	1.351636	0.999425	1.263012e-03	15.9950	15.9950	1.377546	0.033882	9.233012e-04	16.0250	1.377546	0.033882	9.233012e-04	16.0250	1.371756	0.020659	9.897531e-04	16.0186	1.371756	0.020659	9.897531e-04	16.0186	1.371756	0.020659	9.897531e-04	16.0186	1.371756	0.020659	9.897531e-04	16.0186	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
36	C12	67ec3e71-8b48-45db-b8d1-1c86d1f24684	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.373 < 1.7	0.086228	0.086896	0.313329	0.1565	0.1565	12	18	4	15.5	0.159041	1.372563	0.999566	1.174241e-03	15.4491	15.4491	1.377546	0.033882	1.110109e-03	15.4497	1.377546	0.033882	1.110109e-03	15.4497	1.371756	0.020659	1.185004e-03	15.4490	1.371756	0.020659	1.185004e-03	15.4490	1.371756	0.020659	1.185004e-03	15.4490	1.371756	0.020659	1.185004e-03	15.4490	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
37	D1	20fe7a81-20c3-485f-8d4e-1045d0027fed	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.396 < 1.7	0.087250	0.086896	0.313329	0.1565	0.1565	12	17	3	15.0	0.168478	1.395605	0.999803	1.135286e-03	14.7787	14.7787	1.377546	0.033882	1.380231e-03	14.7698	1.377546	0.033882	1.380231e-03	14.7698	1.371756	0.020659	1.470251e-03	14.7667	1.371756	0.020659	1.470251e-03	14.7667	1.371756	0.020659	1.470251e-03	14.7667	1.371756	0.020659	1.470251e-03	14.7667	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
38	D2	20fe7a81-20c3-485f-8d4e-1045d0027fed	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.403 < 1.7	0.096668	0.086896	0.313329	0.1565	0.1565	12	17	4	14.5	0.152607	1.403121	0.999724	1.123820e-03	14.5744	14.5744	1.377546	0.033882	1.467361e-03	14.5786	1.377546	0.033882	1.467361e-03	14.5786	1.371756	0.020659	1.559775e-03	14.5797	1.371756	0.020659	1.559775e-03	14.5797	1.371756	0.020659	1.559775e-03	14.5797	1.371756	0.020659	1.559775e-03	14.5797	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
